movie_id,person_id
400160,49903
19912,4755
718032,4762
38543,83730
899112,76927
463272,1220300
677179,135651
452832,23227
118957,64163
1008042,2070453
1008042,2070452
1427,1071
87502,24
314365,17867
399404,36588
290250,1108
974453,95972
399174,5655
500664,2128
9530,5174
88751,9622
1230368,65167
4564,38023
870360,1486487
338967,91268
305470,1099862
40264,35694
40264,35734
12783,73460
256591,56411
256591,56412
617653,578
14113,18357
22787,58498
1079091,88675
68728,7623
103663,4453
619730,59315
491418,74619
227159,74619
619803,2376041
620725,52115
620725,52114
9836,20629
446807,932248
713364,52479
585216,1306608
446021,47506
277216,37932
800158,7467
1372,9181
60599,81856
59859,55075
71676,20193
71676,20192
1249213,54248
80278,51894
203801,956
334533,11154
646207,876
11619,33183
11619,58897
37735,82511
184345,1110102
1330421,1855321
310307,54040
22825,1577
346672,402272
44912,10702
635731,2580328
1072342,1389077
58233,56710
34544,40223
665488,82304
172385,5714
481084,12080
481084,142587
41630,8858
559907,592493
294254,1179066
20453,85675
33217,109857
201085,10828
117263,20907
291870,6733
109428,932248
87516,5281
254470,9281
431580,7881
531309,1362815
258489,11343
12222,71729
12222,8029
46529,40256
332210,8010
332210,52934
721625,62342
513310,40223
59440,77003
6972,6201
734002,1466181
734002,1003237
680813,1148927
45132,15218
512,1243
298,1884
18823,18865
187017,107446
187017,155267
334543,1173102
522162,6046
71668,62797
760926,75711
1272,2034
1285965,136345
390043,143059
21208,59521
585245,68573
10025,18281
901362,118489
9286,57134
400650,17633
698508,40256
136799,64151
13252,16938
41513,1215
316002,17883
82675,75035
205601,1193597
517412,54469
44835,131521
856289,232685
338762,1773871
570670,2128
619264,2374023
614934,6201
913290,84833
35019,113600
137116,12079
258230,51894
579047,1497967
38234,78108
86837,6011
1149504,1224
44048,893
602734,2675
158015,53120
406759,6046
663712,933176
242042,41549
2270,957
396422,1302082
796499,16808
14191,1223175
515195,2034
51828,1176
419680,74619
574060,529184
424139,64141
76726,934803
46146,135113
420634,933176
116711,5713
82703,18898
107985,11090
437342,1706480
77931,1215
57521,151162
414419,138
9339,57370
309304,3289
710295,2128
763285,865
309809,57741
949423,101542
499701,26205
44113,96166
1225572,2056061
381289,5306
581734,1395183
816904,2044869
313297,1033661
8204,54050
39486,2460
109451,1046494
109451,12095
55779,93214
968051,1607672
189,2294
189,2293
328387,142272
328387,142276
391713,45400
12201,10702
616820,64141
446354,488
9408,15774
9408,12905
39053,45407
39053,45405
468224,88857
267935,488
76493,6767
27582,12786
417261,1089653
1136867,2518227
1082195,549310
400928,87742
454294,155531
10074,62854
339988,930710
503919,138781
267860,132239
454527,10491
1100099,77269
3489,18250
592831,1776
232672,57370
539681,89027
256961,58375
302699,57633
103731,71872
19724,52845
913673,109017
259695,880
399057,122423
34016,111686
13811,21085
16871,7623
52449,51851
381719,82511
511809,488
26428,19840
339967,118303
1948,20192
1948,20193
412656,11694
23437,20031
799583,956
80274,13079
117251,6046
4523,15775
4257,12987
539181,1661916
100042,7395
100042,7396
37686,15344
83666,5655
74465,11649
366668,1123657
129670,13235
75638,95320
369885,24
465086,1545927
2309,1978
668482,111807
227700,1263877
230179,145228
458423,17510
371638,17051
